日期,号码,IMSI,IMEI,主叫号码归属省份,主叫号码归属地
20190801,a2f7296857996b3bc00f36dfa7d698d2e14a201d10af14861515635b2ccda660,a2f7296857996b3bc00f36dfa7d698d2e14a201d10af14861515635b2ccda660,a9d1f409314a7cce0ee936c57d7374b3831cc081019924b6a7bd26535f45bbb3,广西,桂林
20190801,415cb34e7d9000ad4f07ea437d23bd2bfc091549ef4a0dcabccc74bc25648645,415cb34e7d9000ad4f07ea437d23bd2bfc091549ef4a0dcabccc74bc25648645,c24bdeb5ea6ccdd31d30b324c9c7434e56a8ec1547ec2eeb9cdc9892891a52c2,湖北,宜昌
20190801,0421857cbb53d853726c8138311debf4bd1dc617ebdbe448096099dbcc6f35d8,0421857cbb53d853726c8138311debf4bd1dc617ebdbe448096099dbcc6f35d8,f23f19d10dd12170adeeb3ec7262097b10127fc9e6e09e09eb8a83ef3f054d52,重庆,重庆
20190801,43c6613fa10c8f9b9679e2ac054d43c3b4786748fe5e49fceb0be1122fa2bbaa,43c6613fa10c8f9b9679e2ac054d43c3b4786748fe5e49fceb0be1122fa2bbaa,6316a4754fb7d5cb3d12d9fc73cf16bceb0564d75929961a7c305a4630b65e55,山西,运城
20190801,4a52526ee87fd84b61bcfbd83ec36203af3b058cc8cc6e8e9961a308dfd2e483,4a52526ee87fd84b61bcfbd83ec36203af3b058cc8cc6e8e9961a308dfd2e483,70f43fbc4d29131cf8243137c3e5e070b587f7eb12137945ccfe30ad677fcaa1,贵州,毕节
20190801,d7d335ae9aefeba7e5171251739379d84a9112b17456f38493501c347126b681,d7d335ae9aefeba7e5171251739379d84a9112b17456f38493501c347126b681,319ea5d8cc2b13002c1a8ec000f9b1b1c5aa8c11c64ce41982ecf9fd9743c3ac,云南,曲靖
20190801,1f10c04d5998dff38e896e60274139abf081f1293a028209ab67909f4ac19b36,1f10c04d5998dff38e896e60274139abf081f1293a028209ab67909f4ac19b36,af53bfc61a42cce0844ee36eb6a42e879d6dc6d087be58e1aff3dfe95c1afb71,辽宁,本溪
20190801,b537343947f9059fe1654bcd48f136d779d02d3c3400b6fc8f107284b129c3c0,b537343947f9059fe1654bcd48f136d779d02d3c3400b6fc8f107284b129c3c0,98f908b6f0e7235b8c77e999c1b4b07966944dfa47a03ea49a6181c7716914a5,江苏,扬州
20190801,a9d0845d6905acda2f0ceecc731b4ab573b719da0fde241bb84b515646b9e5ee,a9d0845d6905acda2f0ceecc731b4ab573b719da0fde241bb84b515646b9e5ee,441f3cf223ab4f6a4d07f02723974229c8979c0ec02ea5b6549d3b33ac2b943a,福建,泉州
20190801,7fca19e1eaa649323702374361fa66d1835db0d2104a76534235670d89c6d828,7fca19e1eaa649323702374361fa66d1835db0d2104a76534235670d89c6d828,2c11fdd8d6c64ba3289f489cc64773ee52a68db1a47ace9dd5255f7c0d3f8179,广西,北海
20190801,59a5133ce1de74a419981e1c6c4eea8bd0433ef581bf198a7461a56045767e61,59a5133ce1de74a419981e1c6c4eea8bd0433ef581bf198a7461a56045767e61,771c42c73f8b252846f028ce7b27b1251ff50db5feeeca56024445d5f57e0200,河南,鹤壁
20190801,190f6204313349a52de7091dad3911db44e924c5989e3b970d32c59d3aa26496,190f6204313349a52de7091dad3911db44e924c5989e3b970d32c59d3aa26496,06e26e3736469eabf9e871b16dd79707c7371b5cddf7c1af66f468a28eda7aad,上海,上海
20190801,cb09332fd46760bd97812abc34c9ce03375e736f3fb2354b43224c5394e912c1,cb09332fd46760bd97812abc34c9ce03375e736f3fb2354b43224c5394e912c1,d0546fca46fafcf059ce6a2a9d753b4705b1988808ac8497181ee6d1339bebbc,山东,烟台
20190801,7ef73193fe68ef3d27968e59ea44cfe757ad0e214dc508d79a13dc1b4a677e82,7ef73193fe68ef3d27968e59ea44cfe757ad0e214dc508d79a13dc1b4a677e82,b743bbfc9d6c26b9c5a29c1eab793ce13dc77d77e1f45ddbbf35ca62b5dca250,北京,北京
20190801,6439c9405e14f51a5ba1891caa6e5423dc10507a88567808c2b75aa8d690291c,6439c9405e14f51a5ba1891caa6e5423dc10507a88567808c2b75aa8d690291c,905b96d3ffc71ce1b2ef2ce1534d336a8de74e517f5d0d618f175834185e5766,河北,保定
20190801,d0241889a5210fd6dd12aaeee442a92ea08b5009a4d712f042060e90450ca0e9,d0241889a5210fd6dd12aaeee442a92ea08b5009a4d712f042060e90450ca0e9,f1a5dd17582e954d350670965cf7d1422b494395f298b829658c483f7d4ddad4,四川,甘孜
20190801,10b33f6eabfd1b3940c4bca683e7237eaabbcf7b30e83400b7dd71a8760cd4e0,10b33f6eabfd1b3940c4bca683e7237eaabbcf7b30e83400b7dd71a8760cd4e0,8e09f364c7645131c5393adff95eab08faff8de03f823ddacac64a2668f723e2,福建,福州
20190801,04ceb8991e63825c6894f102cfb1a75c7185e4634909c74e7b53c1a04f0f3e15,04ceb8991e63825c6894f102cfb1a75c7185e4634909c74e7b53c1a04f0f3e15,e9998eafb9deb5084b35f57f64db170d1a4d276cab266126598c40b810311ffb,贵州,贵阳
20190801,3a42466f6b196043330e9b5ab1f298a6f37d76ae224737e2a1da7460aebc620f,3a42466f6b196043330e9b5ab1f298a6f37d76ae224737e2a1da7460aebc620f,147d5b7e9fccce2189a881163b9cbc5e51226dbd1e2862c1b0c54218e896aa7e,,
20190801,0405cb1f5c366b6125a41384de4e075ad5c0c238451fb4d54fa73e99afe8189f,0405cb1f5c366b6125a41384de4e075ad5c0c238451fb4d54fa73e99afe8189f,bad81702bcda0bfec827195e0b78af836eb5a55e9b73041a43b4ad64cbaf4ab1,江西,赣州
20190801,a0e4f8b16af7589d8dc14cf3939fc606dc26fb57e5352f09b9bf7a635a1b97cd,a0e4f8b16af7589d8dc14cf3939fc606dc26fb57e5352f09b9bf7a635a1b97cd,2cfeeb7743544641e3bf81c0a949afc8863430106987211e3ff6ea060c7df04f,云南,红河
20190801,8fa8647dc21a2dafe0e81df2c56316a26f38d846309e0238bad4b790304df38e,8fa8647dc21a2dafe0e81df2c56316a26f38d846309e0238bad4b790304df38e,003b61f600893bcf9b891095c31b343d3a1f17297fed5c39aa1c6d89a79a2455,海南,海口
20190801,2cdf90037b0a6f470dbfecfbe8ba37a47e00c421970e976df554c8edf4a4e9a9,2cdf90037b0a6f470dbfecfbe8ba37a47e00c421970e976df554c8edf4a4e9a9,923460380825da3b682140f316828342f2cba47fba9a830f5a896c7e6a0ffd77,湖北,武汉
20190801,20c5676bba404638117872b70aea6e565e23544519d9465d52892a506f632fa3,20c5676bba404638117872b70aea6e565e23544519d9465d52892a506f632fa3,e507914442c7cf5ef95cced3befea41bd0953de299462359eef2bafa68f1e2bb,贵州,贵阳
20190801,6c7f08d4e7db3b3f3476e681346b4fdde0a46d9fba25898e103891d4c9b728ec,6c7f08d4e7db3b3f3476e681346b4fdde0a46d9fba25898e103891d4c9b728ec,d10f1d42e57094b31003dc49128ef25c3935c0f21dc6462f91421984d4ff4d20,云南,曲靖
20190801,98a851ab252713cdc944480f663fa3a5fbaa82b71ff0b61db5ec8d4017ecfa91,98a851ab252713cdc944480f663fa3a5fbaa82b71ff0b61db5ec8d4017ecfa91,c8dddeb82ac443a61af7ea8911cdd4e9b3b408d3717fada54db36a7761eca44c,宁夏,中卫
20190801,cfa07ebc66d39cc31521fcd26f8b2067b44fa4f8e15b58d0558be9e977af099c,cfa07ebc66d39cc31521fcd26f8b2067b44fa4f8e15b58d0558be9e977af099c,e955712457e267e81871d983eb06fce495b022c701f1f7c54342b56f78d0447f,辽宁,沈阳
20190801,364460b27747e3954d56d625be0ee269d5e05d4de3152be70b12e2eed31105cc,364460b27747e3954d56d625be0ee269d5e05d4de3152be70b12e2eed31105cc,de88e0f24e2a6a41de077723bf1a6b811d301534fccedf8903344b0a4d505373,广西,南宁
20190801,1d1a04d7cb748132e5405eeae98b282c4198203fec55cb24500a519e6c330d7d,1d1a04d7cb748132e5405eeae98b282c4198203fec55cb24500a519e6c330d7d,e132126c3f5f516691a91ab79594e56485d0a57be19c2f1a2f3ce69b4ef9e348,四川,内江
20190801,a01fa3f7b8d6d2528a510b93666164d1fa6eaf1f78d60839221512745af48125,a01fa3f7b8d6d2528a510b93666164d1fa6eaf1f78d60839221512745af48125,82bc2aae0dd4da1a9d37efd5be772fbce684fa83e935eaad3ba5a9048bac6d02,四川,成都
20190801,4cf8a06503a67a4ac038f717d6e1faf1f559668e4673ace3bf1f930aedf35582,4cf8a06503a67a4ac038f717d6e1faf1f559668e4673ace3bf1f930aedf35582,70e2254bdcde7c6fe324d8e70a54034a585ed0d3800e3ee3cc0f8639886a5364,安徽,宿州
20190801,7a8dbb935a1fe28e45b0eb37aca6429ec56785efaf243d4c8bea4a6b2034dd01,7a8dbb935a1fe28e45b0eb37aca6429ec56785efaf243d4c8bea4a6b2034dd01,29407e919549758bbe186284339fc7aeea8f6fa3bf3a5cac5a0e16e9bca9b696,广西,百色
20190801,b73f15c6fea233d7e39f8763f07f708ed4c5995a6c4c18167cc9629c658c5428,b73f15c6fea233d7e39f8763f07f708ed4c5995a6c4c18167cc9629c658c5428,bbf49306d54b74e0b770f16c0f2a26be85689315028bbe293d9c6d9deeb5aadb,湖南,邵阳
